question_id,来源,题型,题干,选项,答案,解析,知识点ID,题型ID,常见错因ID,难度
Q_TRI_350,长郡中学、长沙一中、雅礼中学、湖南师大附中2023 高三“一起考”,解答题,记△ABC 的内角A，B，C 的对边分别为a，b，c，已知tanA = sinC+sinB cosC+cosB ． (1) 求A 的值； (2) 若△ABC 是锐角三角形，求b² -bc a² 的取值范围．,,"(1)A = π/3 ；(2) - 1 3 , 2 3","(1) 因为tanA = sinC+sinB cosC+cosB ， 所以sinAcosC + sinAcosB = cosAsinC + cosAsinB， 即sin A-C = sin B-A ， 所以A - C = B - A 或A-C + B-A = π(舍去)． 所以A - C = B - A，结合A + B + C = π，得A = π/3 ． (2) 由(1) 得： b² -bc a² = sin2B-sinBsinC sin2A = 4 3 sin2B-sinBsinC = 4 3 sin2B-sinB⋅sin 2π/3 -B = 4 3 sin2B-sinB⋅ 3 2 cosB+ 1 2 sinB = 4 3 1 2 sin2B- 3 2 sinB⋅cosB = 4 3 1 4 1-cos2B - 3 4 sin2B =- 1 3 3sin2B+cos2B + 1 3 =- 2 3 cos 2B- π/3 + 1 3 ． 因为△ABC 是锐角三角形，所以B，C 均为锐角， 即0 < B < π/2 ，0 < C = 2π/3 - B < π/2 ，所以π/6 < B < π/2 ， 所以2B - π/3 ∈0, 2π/3 ，- 2 3 cos 2B- π/3 + 1 3 ∈- 1 3 , 2 3 ， 所以b² -bc a² 的取值范围是- 1 3 , 2 3 ． 8 [长沙长郡中学2025 高二月考] 在锐角△ABC 中，a,b,c 分别是角A,B,C 的对边，",K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,5
Q_TRI_351,长沙长郡中学2025 高二月考,解答题,"在锐角△ABC 中，a,b,c 分别是角A,B,C 的对边， 1 + tanB tanC = 2a c . (1) 求角B 的大小； (2) 求sinA + sinC 取值范围； (3) 当sinA + sinC 取得最大值时，在△ABC 所在平面内取一点D(D 与B 在AC 两侧)，使得线段 DC = 2,DA = 1，求△BCD 面积的最大值.",,"(1)B = π/3 ；(2) 3 2 , 3 ；(3) 3 + 1.","(1) 因为1 + tanB tanC = 2a c ， 所以cosBsinC+sinBcosC cosBsinC = 2sinA sinC ，即sin B+C cosBsinC = 2sinA sinC ， 又因为A + B + C = π，所以 sinA cosBsinC = 2sinA sinC 又因为sinA > 0，所以cosB = 1 2 ，因为B ∈0, π/2 ，所以B = π/3 ； (2) 在锐角△ABC 中，由(1) 得， 0<A< π/2 0< 2π/3 -A< π/2 ，∴π/6 < A < π/2 ， 所以sinA + sinC = sinA + sin A+B = sinA + sinAcos π/3 + cosAsin π/3 = 3 2 sinA + 3 2 cosA = 3sin A+ π/6 ， 由π/3 < A + π/6 < 2π/3 ，所以 3 2 < sin A+ π/6 ≤1 所以sinA + sinC 的取值范围为 3 2 , 3 ； (3) 当sinA + sinC 取得最大值时，A + π/6 = π/2 ，解得A = π/3 ； 在△ACD 中，令∠ACD = θ,∠ADC = α,AB = AC = BC = a， 则 a sinα = 1 sinθ ，所以asinθ = sinα； 又a² = 22+ 12- 2 × 2 × 1 × cosα， 所以a2cos2θ = a² - a2sin2θ = 5 - 4cosα - sin2α = cos2α - 4cosα + 4， 所以acosθ = 2 - cosα. 所以S△BCD = 1 2 × a × 2sin π/3 +θ = 3 2 acosθ + 1 2 asinθ = 3 2 2-cosα + 1 2 sinα = 3 + sin α- π/3 ≤ 3 + 1，而α ∈0,π ， 故当α = 5π/6 时等号成立， 所以△BCD 面积的最大值为 3 + 1.",K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,4
Q_TRI_352,04解三角形中的最值、范围问题.txt,解答题,"记△ABC的内角A,B,C的对边分别为a,b,c，S为△ABC的面积，已知4√3S=a²-(b-c)²。(1)求角A；(2)若a=1，求△ABC面积的最大值。",,(1)A=2π/3；(2)√3/12,(1)因a²-(b-c)²=a²-b²-c²+2bc=2bc(1-cosA)，而4√3S=4√3·(1/2)bc sinA=2√3 bc sinA，两式相等并约去2bc得1-cosA=√3sinA，即2sin²(A/2)=2√3sin(A/2)cos(A/2)，故tan(A/2)=√3，A=2π/3。(2)当A=2π/3、a=1时，由余弦定理1=b²+c²-2bc cosA=b²+c²+bc。由b²+c²≥2bc得1-bc≥2bc，即bc≤1/3（当b=c时取等号）。故S=(1/2)bc sinA=(√3/4)bc≤√3/12，面积最大值为√3/12。,K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,4
Q_TRI_353,05一些定理或模型问题.txt,填空题,在△ABC 中，若tanA + tanB + 2 = 2tanA ⋅tanB，则tan2C = ____.,,- 2 2,因为 1 tanB + 1 tanC = 2，所以tanB + tanC = 2tanB ⋅tanC， tanA + tanB + tanC = tanA + 2tanB ⋅tanC ≥2 2tanA⋅tanB⋅tanC ， 令x = tanA + tanB + tanC， 因tanA + tanB + tanC = tanA ⋅tanB ⋅tanC，则有x ≥2 2x ，所以x ≥8， 即tanA + tanB + tanC ≥8，最小值为8. 故答案为：- 2 2 .,K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,4
Q_TRI_354,05一些定理或模型问题.txt,填空题,"设a,b,c 分别为△ABC 的内角A,B,C 的对边，已知c² = 3 a² -b² ， 且tanC = 3，则角B 的大小为_____.",,π/4,【解法1】(正弦平方差公式) sin2C = 3 sin2A-sin2B = 3sin A-B sin A+B ⇒sinC = 3sin A-B = 3sin π-2B-C = 3sin 2B+C ， tanC=3⇒sinC=3cosC=3sin 2B+C ⇒cosC=sin 2B+C ⇒2B = π/2 ⇒B = π/4 . 【解法2】(角化边硬来) c² = 3 a² -b² ⇒sin2C = 3 sin2A-sin2B = tanC sin2A-sin2B = sinC cosC sin2A-sin2B ⇒sinCcosC = sin2A-sin2B = sin² B+C - sin2B = sinBcosC+cosBsinC 2- sin2B = sin2Bcos2C + cos2Bsin2C + 2sinBcosCcosBsinC - sin2B = sin2B cos2C-1 + cos2Bsin2C + 2sinBcosCcosBsinC =-sin2Bsin2C + cos2Bsin2C + 2sinBcosCcosBsinC ⇒cosC = cos2B-sin2B sinC + 2sinBcosCcosB ⇒cosC 1-2sinBcosB = cos2B-sin2B sinC ⇒cosB-sinB 2= 3 cosB+sinB cosB-sinB ①cosB - sinB = 0 ⇒B = π/4 ②cosB - sinB ≠0 ⇒cosB - sinB = 3 cosB+sinB ⇒tanB =- 1 2 ⇒B > 90° ⇒b > a ⇒c² = 3 a² -b² < 0 矛盾 综上，B = π/4 . 故答案为：π/4 .,K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,4
Q_TRI_355,05一些定理或模型问题.txt,填空题,"如图所示, 过点P 作⊙O 的两条割线分别交⊙O 于点A,B,C,D. 已知PA = 3,AB = PC = 2, 则CD 的长为 ．",,7,设⊙O 的半径为r， 由相交弦定理得AP·PB = (r + OP) (r - OP)，即AP AB-AP = r²- OP2， 所以4 × 10-4 = r²- 52，解得r = 7. 故答案为：7.,K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,4
Q_TRI_356,05一些定理或模型问题.txt,填空题,如下图，在Rt△ABC 中，∠BAC = 90°，∠ABC = 30°，AC = 1，P 是斜边BC 上一动点， 将△ACP 沿直线AP 翻折，点C 的对应点为C，连接BC，当AC= BC时，BP 的长为 ．,,13 - 2,如图，连接PC，取CP 的中点O，连接OE，OD，过点O 作OH ⊥DE 于H， ∵△ABC 是等边三角形，∴∠ACB = 60°，AB = BC = AC = 5， ∵PD ⊥BC，PE ⊥AC，∴∠PEC = ∠PDC = 90°， ∵OP = OC，∴OE = OP = OC = OD， ∴C、D、P、E 四点共圆，∴∠EOD = 2∠ECD = 120°，∴当OE 的值最小时，DE 的值最小， 根据垂线段最短可得，当CP ⊥AB 时，PC = 5 3 2 ，此时OE 最小，OE = 5 3 4 ， ∵OE = OD，OH ⊥DE，∴DH = EH，∠DOH = ∠EOH = 60°， ∴∠OEH = 30°，∴OH = 1 2 OE = 5 3 8 ，∴DH = EH = OE 2-OH 2 = 15 8 ， ∴DE = 2DH = 15 4 ，∴DE 的值最小为15 4 . 故答案为：15 4 .,K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,4
Q_TRI_357,05一些定理或模型问题.txt,填空题,在△ABC 中，AB = 6，BC = 2AC，则△ABC 的面积的最大值为______.,,12,"【解法1】设AB = c，BC = a，AC = b，则c = 6，a = 2b， 由余弦定理，cosC = a² +b² -c² 2ab = 5b² -36 4b² ， 所以S△ABC = 1 2 absinC = b2sinC = b² 1-cos2C = b² 1- 5b² -36 4b² 2 = b² - 25b4-360b² +362 16 = 1 4 -9 b4-40b² +144 = 1 4 -9 b² -20 2+9×256 ， 所以当b = 2 5 时，△ABC 的面积取得最大值12. 【解法2】以AB 中点O 为原点建立如图1 所示的平面直角坐标系， 则A -3,0 ，B 3,0 ，设C x,y ， 因为BC = 2AC，所以 x-3 2+y² = 2 x+3 2+y² ，化简得：x+5 2+ y²= 16 y≠0 所以点C 的轨迹是以M -5,0 为圆心，4 为半径的圆(不含与x 轴的交点)，如图1， 由图可知，S△ABC max = 1 2 × 6 × 4 = 12. 【解法3】由BC = 2AC 可知点C 的轨迹是阿氏圆，设圆心为M ，半径为r，如图2， 由阿氏圆性质，r = λd λ2-1 = 2×6 22-1 = 4，结合图形可得S△ABC max = 1 2 × 6 × 4 = 12. 故答案为：12.",K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,4
Q_TRI_358,05一些定理或模型问题.txt,解答题,平面四边形ABCD 中，BC = CD = 2，AB BD = 3 4 ，∠ABD = 90°， 则AC 的最大值为_____.,,"(1)2；(2) 3,2 3 .","(1) 由托勒密定理可得AB ⋅CD + BC ⋅AD = AC ⋅BD = 4 3 ， 又AC = 3BD，∴ 3BD²= 4 3 ，∴BD = 2，AC = 2 3 ， 如图, 设圆O 的半径为R, 在△ABD，△ACD 中由正弦定理可得 2R = BD sin∠BAD = AC sin∠ADC ， ∴ 3sin∠BAD = sin∠ADC，又∠ADC = 2∠BAD， ∴ 3sin∠BAD = sin∠ADC = 2sin∠BADcos∠BAD， ∵sin∠BAD ≠0，∴cos∠BAD = 3 2 ， ∵∠BAD ∈0,π ，∴∠BAD = π/6 ， ∴R = 1 2 ⋅ BD sin∠BAD = 2， (2) 如图，设AC，BD 交于点E，设∠AED = α，∠CAD = β ∈0, π/6 ， 由弧BC 对应的圆周角相等，可知∠BAC = ∠BDC = π/6 - β， ∴∠BDA = π/3 - π/6 -β = π/6 + β， ∴α = π - β - π/6 +β = 5π/6 - 2β， 所以四边形ABCD 面积为S四边形ABCD = 1 2 ⋅AC ⋅BD ⋅sinα = 1 2 × 2 × 2 3 ⋅sin 5π/6 -2β ∈ 3,2 3 ， 所以四边形ABCD 面积的取值范围是 3,2 3 . 故答案为：(1)2；(2) 3,2 3 .",K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,4
Q_TRI_359,05一些定理或模型问题.txt,解答题,. 在△ABC 中，tanA ⋅tanB = tanA + tanB + 1，则cos(A + B) 的值是____.,,(1) 6+4 3 cm；(2) π/3 ；(3) 当α = 5π/6 时，四边形OACB 的面积最大，最大值为8 + 5 3,"(1) 在△ABO 中，OA = 4，OB = 2，∠AOB = α = π/3 ， 由余弦定理得AB²= OA²+ OB²- 2OA ⋅OB ⋅cosα = 16 + 4 - 2 × 4 × 2 × 1 2 = 12，即AB = 2 3 ， 于是四边形OACB 的周长为OA + OB + 2AB = 6+4 3 cm. (2) 由托勒密定理可得OB ⋅AC + OA ⋅BC ≥AB ⋅OC， 且△ABC 为等边三角形，OB = 2,OA = 4， ∴OB + OA ≥OC，∴OC ≤6， 即OC 的最大值为6，取等号时∠OBC + ∠OAC = π， ∴cos∠OBC + cos∠OAC = 0， 不妨设AB = x，则x²+4-36 4x + x²+16-36 8x = 0，解得x = 2 7 ， ∴cos∠AOC = 16+36-28 2×4×6 = 1 2 ，∴∠AOC = π/3 . (3) 在△ABO 中，由余弦定理得 AB²= OA²+ OB²- 2OA ⋅OB ⋅cosα = 20 - 16cosα， ∴AB = 20-16cosα ，0 < α < π， 于是四边形OACB 的面积为S = S∠AOB + S∠ABC = 1 2 OA ⋅OB ⋅sinα + 3 4 AB²= 4sinα + 3 4 20-16cosα = 4sinα - 4 3cosα + 5 3 = 8sin α- π/3 + 5 3 ， 当α - π/3 = π/2 ，即α = 5π/6 时，四边形OACB 的面积取得最大值为8 + 5 3 ， 所以，当α = 5π/6 时，四边形OACB 的面积最大，最大值为8 + 5 3.",K_TRI_017,T_TRI_017,E-MOD-006|E-MOD-010|E-STR-005|E-STR-010,4
Q_TRI_360,原创（基于PDF题型归纳）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知2cosA(bcosC+ccosB)=a，求角A的大小。,,A=π/3,由射影定理可知bcosC+ccosB=a，代入得2cosA·a=a，因为a≠0，所以2cosA=1，cosA=1/2，又因为0<A<π，所以A=π/3。,K_TRI_013,T_TRI_020,E-LOG-007,4
Q_TRI_361,原创（基于PDF题型归纳）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知√3asinB-bcosA=b，求角A。,,A=π/3,由正弦定理得√3sinAsinB-sinBcosA=sinB，因为sinB≠0，所以√3sinA-cosA=1，即2sin(A-π/6)=1，sin(A-π/6)=1/2，因为0<A<π，所以A-π/6=π/6，A=π/3。,K_TRI_014,T_TRI_021,E-FOM-008|E-CAL-010,4
Q_TRI_362,原创（基于PDF题型归纳）,解答题,在△ABC中，角A，B，C的对边分别为a，b，c，已知A=2B，求证：a²=b(b+c)。,,证明见解析,因为A=2B，所以sinA=sin2B=2sinBcosB，由正弦定理得a=2bcosB，又cosB=(a²+c²-b²)/(2ac)，代入得a=2b·(a²+c²-b²)/(2ac)，化简得a²c=b(a²+c²-b²)，整理得a²(c-b)=b(c²-b²)=b(c-b)(c+b)。若c≠b，则a²=b(b+c)；若c=b，则B=C，A=2B，由A+B+C=π得4B=π，B=π/4，A=π/2，此时a²=2b²=b(b+c)=2b²，也成立。综上a²=b(b+c)。,K_TRI_015,T_TRI_022,E-LOG-008|E-MOD-010,4
Q_TRI_363,原创（基于PDF题型归纳）,填空题,在△ABC中，D是BC边上的三等分点（BD:DC=1:2），已知AB=2，AC=3，∠BAC=60°，求AD的长度。,,√37/3,由向量法，AD=AB+BD=AB+(1/3)BC=AB+(1/3)(AC-AB)=(2/3)AB+(1/3)AC，所以|AD|²=(4/9)|AB|²+(4/9)AB·AC+(1/9)|AC|²=(4/9)·4+(4/9)·2·3·cos60°+(1/9)·9=16/9+12/9+9/9=37/9，所以AD=√37/3。,K_TRI_021,T_TRI_023,E-MOD-011,4
Q_TRI_364,原创（基于PDF题型归纳）,填空题,在△ABC中，D是BC边上一点，已知AB=5，AC=4，BD=2，DC=3，求AD的长度。,,√385/5,设AD=x，在△ABD中，由余弦定理得cos∠ADB=(x²+2²-5²)/(2·x·2)=(x²-21)/(4x)。在△ACD中，cos∠ADC=(x²+3²-4²)/(2·x·3)=(x²-7)/(6x)。因为∠ADB+∠ADC=180°，所以cos∠ADB=-cos∠ADC，即(x²-21)/(4x)=-(x²-7)/(6x)，化简得3(x²-21)=-2(x²-7)，3x²-63=-2x²+14，5x²=77，x²=77/5，所以AD=√(77/5)=√385/5。,K_TRI_026,T_TRI_024,E-MOD-012,4
Q_TRI_365,原创（基于PDF题型归纳）,填空题,在△ABC中，AB=AC，D是AB延长线上一点，且BD=AB，连接CD，已知∠ACD=90°，求∠BAC的度数。,,60°,取AC中点E，连接BE，因为AB=BD，AE=EC，所以BE是△ADC的中位线，BE∥DC。又因为∠ACD=90°，所以BE⊥AC，即BE是AC的中垂线，所以AB=BC。又因为AB=AC，所以AB=AC=BC，△ABC是等边三角形，所以∠BAC=60°。,K_TRI_027,T_TRI_025,E-STR-011,4
Q_TRI_366,原创（基于PDF题型归纳）,填空题,在△ABC中，O是外心，已知AB=3，AC=5，求AO·BC的值。,,8,取BC中点M，则AO·BC=(AM+MO)·BC=AM·BC+MO·BC。因为MO⊥BC（外心在BC中垂线上），所以MO·BC=0。又AM=(AB+AC)/2，BC=AC-AB，所以AM·BC=(AB+AC)/2·(AC-AB)=(|AC|²-|AB|²)/2=(25-9)/2=8。,K_TRI_028,T_TRI_026,E-CAL-011,4
Q_TRI_367,原创（基于PDF题型归纳）,填空题,圆内接四边形ABCD中，AB=2，BC=3，CD=4，DA=5，求对角线AC的长度。,,√3289/13,因为ABCD是圆内接四边形，所以∠ABC+∠ADC=180°，cos∠ABC=-cos∠ADC。在△ABC中，AC²=AB²+BC²-2·AB·BC·cos∠ABC=4+9-12cos∠ABC=13-12cos∠ABC。在△ADC中，AC²=AD²+DC²-2·AD·DC·cos∠ADC=25+16-40cos∠ADC=41-40cos∠ADC=41+40cos∠ABC。联立得13-12cos∠ABC=41+40cos∠ABC，-52cos∠ABC=28，cos∠ABC=-7/13，所以AC²=13-12·(-7/13)=13+84/13=253/13，AC=√(253/13)=√3289/13。,K_TRI_030,T_TRI_027,E-CON-005|E-FOM-009,5
Q_TRI_368,原创（基于PDF题型归纳）,填空题,在△ABC中，G是重心，已知GA=3，GB=4，GC=5，求△ABC的面积。,,18,延长AG到M，使GM=AG=3，连接BM、CM。因为G是重心，AG:GD=2:1，D是BC中点，所以GD=1.5，GM=3，GD:GM=1:2。又BD=DC，所以四边形BMCM是平行四边形（对角线互相平分），BM=GC=5，CM=GB=4。在△GMB中，GM=3，GB=4，BM=5，所以△GMB是直角三角形，∠BGM=90°，S△GMB=1/2·3·4=6。因为G是重心，S△ABC=3S△GBC，又S△GBC=S△GMB（等底等高），所以S△ABC=3·6=18。,K_TRI_031,T_TRI_028,E-CON-006|E-FOM-010,4
Q_TRI_369,原创（基于PDF题型归纳）,填空题,在△ABC中，H是垂心，已知∠BAC=60°，BC=2√3，求AH的长度。,,2,设外接圆半径为R，由正弦定理BC/sinA=2R，即2√3/sin60°=2R，2√3/(√3/2)=2R，4=2R，R=2。因为H是垂心，由垂心性质AH=2RcosA（可通过外接圆证明：延长AH交外接圆于E，则HE=2RcosA，且H与E关于BC对称，故AH=HE=2RcosA），所以AH=2·2·cos60°=4·1/2=2。,K_TRI_033,T_TRI_029,E-CON-008,5
Q_TRI_370,原创（基于PDF题型归纳）,填空题,在锐角△ABC中，角A，B，C的对边分别为a，b，c，已知a=2，A=π/3，求△ABC面积的取值范围。,,"(2√3/3,√3]","由正弦定理a/sinA=2R，2/(√3/2)=2R，R=2/√3。b=2RsinB=(4/√3)sinB，c=(4/√3)sinC=(4/√3)sin(2π/3-B)。面积S=1/2bcsinA=1/2·(4/√3)sinB·(4/√3)sin(2π/3-B)·(√3/2)=(4√3/3)sinBsin(2π/3-B)。因为△ABC是锐角三角形，0<B<π/2，0<C=2π/3-B<π/2，即π/6<B<π/2。化简S=(2√3/3)[cos(2B-2π/3)+1/2]。因为π/6<B<π/2，所以-π/3<2B-2π/3<π/3，cos(2B-2π/3)∈(1/2,1]，所以S∈(2√3/3,√3]。",K_TRI_038,T_TRI_030,E-LOG-009|E-LOG-010,5
Q_TRI_371,原创（基于PDF题型归纳）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知A=π/3，a=√3，求2b-c的取值范围。,,"(-√3,2√3)","由正弦定理a/sinA=2R，√3/(√3/2)=2R，R=1。b=2sinB，c=2sinC=2sin(2π/3-B)。2b-c=4sinB-2sin(2π/3-B)=4sinB-2(sin2π/3cosB-cos2π/3sinB)=4sinB-2(√3/2cosB+1/2sinB)=4sinB-√3cosB-sinB=3sinB-√3cosB=2√3sin(B-π/6)。因为0<B<2π/3，所以-π/6<B-π/6<π/2，sin(B-π/6)∈(-1/2,1)，所以2b-c∈(-√3,2√3)。",K_TRI_039,T_TRI_031,E-STR-012,5
Q_TRI_372,原创（基于PDF题型归纳）,解答题,在△ABC中，角A，B，C的对边分别为a，b，c，求证：a²+b²+c²=2(bccosA+accosB+abcosC)。,,证明见解析,由余弦定理，a²=b²+c²-2bccosA，b²=a²+c²-2accosB，c²=a²+b²-2abcosC。三式相加得a²+b²+c²=2(a²+b²+c²)-2(bccosA+accosB+abcosC)，移项得2(bccosA+accosB+abcosC)=a²+b²+c²，即a²+b²+c²=2(bccosA+accosB+abcosC)，证毕。,K_TRI_044,T_TRI_032,E-LOG-011,4
Q_TRI_373,原创（基于PDF题型归纳）,解答题,在△ABC中，角A，B，C的对边分别为a，b，c，面积为S，求证：a²+b²+c²≥4√3S。（外森比克不等式）,,证明见解析,由余弦定理和面积公式，a²+b²+c²-4√3S=(b²+c²-2bccosA)+b²+c²-4√3·(1/2)bcsinA=2(b²+c²)-2bccosA-2√3bcsinA=2[b²+c²-bc(cosA+√3sinA)]=2[b²+c²-2bcsin(A+π/6)]≥2[b²+c²-2bc]=2(b-c)²≥0。当且仅当b=c且A=π/3即△ABC为等边三角形时等号成立。所以a²+b²+c²≥4√3S。,K_TRI_045,T_TRI_033,E-STR-013|E-CAL-012,5
Q_TRI_374,原创（基于PDF题型归纳）,填空题,在△ABC中，已知向量AB·AC=9，|AB|=3，|AC|=5，求BC的长度。,,4,由向量数量积公式AB·AC=|AB||AC|cosA=3·5·cosA=15cosA=9，所以cosA=3/5。由余弦定理BC²=AB²+AC²-2·AB·AC·cosA=9+25-2·3·5·(3/5)=34-18=16，所以BC=4。,K_TRI_047,T_TRI_034,E-MOD-015|E-CAL-011,4
Q_TRI_375,原创（基于PDF题型归纳）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知a=2，且(2+b)(sinA-sinB)=(c-b)sinC，求△ABC面积的最大值。,,√3,由正弦定理，(2+b)(a-b)=(c-b)c，因为a=2，所以(2+b)(2-b)=(c-b)c，4-b²=c²-bc，即b²+c²-bc=4。由余弦定理a²=b²+c²-2bccosA，4=b²+c²-2bccosA，对比得2cosA=1，cosA=1/2，A=π/3。面积S=1/2bcsinA=√3/4bc。由b²+c²-bc=4≥2bc-bc=bc，所以bc≤4，当且仅当b=c=2时等号成立，所以S≤√3/4·4=√3。,K_TRI_048,T_TRI_035,E-CAL-013|E-CAL-012,5
Q_TRI_376,原创（基于PDF题型归纳）,解答题,在△ABC中，角A，B，C的对边分别为a，b，c，已知a=√3，b=1，请从条件①B=π/6，条件②A=π/3，条件③c=2中任选一个作为补充条件，求角C。,,选①时C=π/2或π/6；选②时C=π/2；选③时C=π/2,"选①：已知a=√3，b=1，B=π/6，由正弦定理√3/sinA=1/sin(π/6)=2，sinA=√3/2，因为a>b，所以A>B，A=π/3或2π/3。当A=π/3时，C=π-π/3-π/6=π/2；当A=2π/3时，C=π-2π/3-π/6=π/6。所以C=π/2或π/6。
选②：已知a=√3，b=1，A=π/3，由正弦定理√3/sin(π/3)=1/sinB，√3/(√3/2)=2=1/sinB，sinB=1/2，因为a>b，所以A>B，B=π/6，C=π-π/3-π/6=π/2。
选③：已知a=√3，b=1，c=2，由余弦定理cosC=(a²+b²-c²)/(2ab)=(3+1-4)/(2√3)=0，C=π/2。",K_TRI_049,T_TRI_036,E-STR-014,5
Q_TRI_377,2013·湖南高考真题,选择题,在锐角△ABC中，角A，B所对的边长分别为a，b，若2asinB=√3b，则角A等于（ ）,A.π/12|B.π/6|C.π/4|D.π/3,D,由正弦定理a/sinA=b/sinB，得2sinA·sinB=√3sinB，因为sinB≠0，所以2sinA=√3，sinA=√3/2。又因为△ABC是锐角三角形，所以A=π/3。,K_TRI_002,T_TRI_001,E-CAL-001|E-CON-001|E-MOD-001,2
Q_TRI_378,2017·全国Ⅲ高考真题,填空题,△ABC的内角A，B，C的对边分别为a，b，c。已知C=60°，b=√6，c=3，则A=____。,,75°,由正弦定理b/sinB=c/sinC，得√6/sinB=3/sin60°=3/(√3/2)=2√3，所以sinB=√6/(2√3)=√2/2。因为b<c，所以B<C=60°，B=45°，所以A=180°-60°-45°=75°。,K_TRI_002|K_TRI_003,T_TRI_001,E-CAL-001|E-CAL-002|E-CON-001|E-FOM-001|E-MOD-001,2
Q_TRI_379,原创（基于PDF题型）,选择题,在△ABC中，已知(b+c):(a+c):(a+b)=4:5:6，则△ABC的形状是（ ）,A.锐角三角形|B.直角三角形|C.钝角三角形|D.等边三角形,C,设b+c=4k，a+c=5k，a+b=6k，三式相加得2(a+b+c)=15k，a+b+c=15k/2，解得a=7k/2，b=5k/2，c=3k/2。最大边为a，由余弦定理cosA=(b²+c²-a²)/(2bc)=(25k²/4+9k²/4-49k²/4)/(2·5k/2·3k/2)=(-15k²/4)/(15k²/2)=-1/2<0，所以A为钝角，△ABC是钝角三角形。,K_TRI_007,T_TRI_005,E-LOG-004|E-MOD-002,3
Q_TRI_380,2017·全国Ⅰ高考真题,填空题,△ABC的内角A，B，C的对边分别为a，b，c。已知sinB+sinA(sinC-cosC)=0，a=2，c=√2，则C=____。,,π/6,因为A+B+C=π，所以sinB=sin(A+C)=sinAcosC+cosAsinC。代入已知条件得sinAcosC+cosAsinC+sinAsinC-sinAcosC=0，即cosAsinC+sinAsinC=0。因为sinC≠0，所以cosA+sinA=0，tanA=-1，因为0<A<π，所以A=3π/4。由正弦定理a/sinA=c/sinC，得2/sin(3π/4)=√2/sinC，2/(√2/2)=√2/sinC，2√2=√2/sinC，sinC=1/2。因为a>c，所以A>C，C=π/6。,K_TRI_013,T_TRI_020,E-CAL-006|E-CAL-009|E-CON-003|E-FOM-005|E-LOG-007,4
Q_TRI_381,原创（基于PDF题型）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知√3sinA+cosA=1，b+c=4，求△ABC面积的最大值。,,√3,由√3sinA+cosA=1，得2sin(A+π/6)=1，sin(A+π/6)=1/2。因为0<A<π，所以π/6<A+π/6<7π/6，A+π/6=5π/6，A=2π/3。面积S=1/2bcsinA=√3/4bc。由基本不等式b+c≥2√bc，得4≥2√bc，bc≤4，当且仅当b=c=2时等号成立。所以S≤√3/4·4=√3，面积最大值为√3。,K_TRI_014,T_TRI_021,E-CAL-010|E-FOM-008|E-MOD-005|E-STR-004|E-STR-008,4
Q_TRI_382,原创（基于PDF题型）,填空题,在△ABC中，角A，B，C的对边分别为a，b，c，已知8b=5c，C=2B，则cosC=____。,,7/25,因为C=2B，所以sinC=sin2B=2sinBcosB。由正弦定理b/sinB=c/sinC，得b/sinB=c/(2sinBcosB)，b=c/(2cosB)，cosB=c/(2b)。因为8b=5c，所以c/b=8/5，cosB=(8/5)/2=4/5。cosC=cos2B=2cos²B-1=2·(16/25)-1=32/25-1=7/25。,K_TRI_015,T_TRI_022,E-CAL-007|E-LOG-005|E-LOG-008,4
Q_TRI_383,2019·浙江高考真题,填空题,在△ABC中，∠ABC=90°，AB=4，BC=3，点D在线段AC上，若BD=√13，则CD=____。,,(9+√181)/5,在Rt△ABC中，AC=√(AB²+BC²)=√(16+9)=5。设CD=x，则AD=5-x。在△BCD中，由余弦定理BD²=BC²+CD²-2·BC·CD·cosC，即13=9+x²-2·3·x·(3/5)，13=9+x²-18x/5，x²-18x/5-4=0，5x²-18x-20=0，解得x=(18±√(324+400))/10=(18±√724)/10=(18±2√181)/10=(9±√181)/5。因为x>0，所以x=(9+√181)/5。,K_TRI_018,T_TRI_018,E-FOM-006|E-STR-006,4
